formula,image
\rho ( \phi ) = \frac { 1 } { 2 \pi } \int _ { 0 } ^ { 1 } d t \; \frac { \theta \left( 4 R ( t ) - \phi ^ { 2 } \right) } { \sqrt { 4 R ( t ) - \phi ^ { 2 } } },1213b8125f.png
\rho \partial _ { \pm } F = \pm \partial _ { \pm } ( \tau \rho F ) .,43868b882e.png
"e ^ { i \theta } = { \frac { p - q \tau ^ { * } } { | p - q \tau ^ { * } | } } ,",2769dd9b8b.png
"T ( \xi ) = e ^ { i \xi _ { i } \Sigma ^ { i } } = e ^ { 2 i \xi _ { i } { \cal S } ^ { i } } \, , \quad \xi = \xi _ { i } f ^ { i } \in L _ { F } ,",5619b13ab4.png
( \sum _ { n = 1 } ^ { 1 5 } ( - 1 ) ^ { n } - 1 ) ( \frac { g ^ { 2 } } { 3 2 \pi ^ { 2 } } ) t r \epsilon ^ { \mu \nu \alpha \beta } F _ { \mu \nu } F _ { \alpha \beta } = - 2 ( \frac { g ^ { 2 } } { 3 2 \pi ^ { 2 } } ) t r \epsilon ^ { \mu \nu \alpha \beta } F _ { \mu \nu } F _ { \alpha \beta },6a1b59a078.png
"\Sigma = S ^ { \mathrm { N = 4 } } + S _ { \mathrm { e x t } } + S _ { \mathrm { g f } } \, \, ,",3549abd8d2.png
"\tilde { L } _ { 0 } ^ { k , k } ( e ^ { x } ) = \sum _ { d = 0 } ^ { \infty } \frac { ( k d ) ! } { ( d ! ) ^ { k } } e ^ { d x } ,",4fe7a39b99.png
"\int d u \; 1 = 1 , \ \ \int d u \; u _ { ( A _ { 1 } } ^ { + } \ldots u _ { A _ { p } } ^ { + } u _ { B _ { 1 } } ^ { - } \ldots u _ { B _ { q } ) } ^ { - } = 0 \ \mathrm { f o r ~ p ~ a n d / o r ~ q > 0 ~ } \; .",1ccd797c55.png
"{ \displaystyle x = \frac { 3 / 2 e _ { 1 } ( \tau ) } { 3 / 2 e _ { 1 } ( \tau ) - \hat { u } } , } \hspace { 1 c m } { \displaystyle \sqrt { y } = - \frac { e _ { 2 } ( \tau ) - e _ { 3 } ( \tau ) } { 3 e _ { 1 } ( \tau ) } , }",77d5eedce4.png
"S = \frac { 1 } { 1 6 \pi } \int d ^ { 5 } x \sqrt { - g } R \, ,",78b2f220f2.png
"d s ^ { 2 } = - \frac { d W ^ { 2 } } { \operatorname { s i n h } ^ { 2 } W \operatorname { l n } ^ { 2 / 3 } T _ { c } ^ { 2 } } + \operatorname { l n } ^ { 2 / 3 } T _ { c } ^ { 2 } \sum _ { j = 2 } ^ { 4 } d x _ { j } ^ { 2 } ,",66a04072d7.png
"I = \int _ { \Omega } \frac { 1 } { 2 } \left( \epsilon _ { \mu \nu \lambda } B _ { \mu } ^ { * } ( \partial _ { \nu } - i g a _ { \nu } ) B _ { \lambda } + M B _ { \mu } ^ { * } B ^ { \mu } + \epsilon _ { \mu \nu \lambda } a _ { \mu } \partial _ { \nu } a _ { \lambda } \right) \; ,",273e688d7e.png
"\{ \theta ^ { a } , \theta ^ { b } \} = \delta ^ { a b } \sqrt { \hbar \alpha ^ { \prime } }",2e86c71271.png
\Omega ( \gamma _ { r } | A _ { + } \rangle ) = ( - 1 ) ^ { - r - \frac { 1 } { 2 } } \gamma _ { r } ( \Omega | A _ { + } \rangle ) .,247cffb096.png
S [ \vec { r } ] \ = \ \int d ^ { D } \! x \ { \frac { 1 } { 2 } } ( \nabla _ { \! x } \vec { r } ) ^ { 2 } \ + \b \ \int d ^ { D } \! x \int d ^ { D } \! y \ \delta ^ { d } ( \vec { r } ( x ) - \vec { r } ( y ) ) \ .,7ce85e3026.png
"\rho = \rho _ { 0 } ~ R ^ { \, \gamma ( 1 - D ) } ~ ~ .",5e9540cb88.png
\Pi _ { \sigma } ( p ),40caface69.png
"\langle \! \langle \psi _ { i } | \psi _ { j } \rangle = \langle \psi _ { i } ^ { * } | \psi _ { j } \rangle \ ,",4fd43678d5.png
P ^ { - } = { \frac { m ^ { 2 } } { 4 \pi } } \int _ { 0 } ^ { \infty } { \frac { d k } { k ^ { 2 } } } \left[ b ^ { \dag } ( k ) b ( k ) + d ^ { \dag } ( k ) d ( k ) \right] + { \frac { 1 } { 2 } } \int _ { 0 } ^ { \infty } { \frac { d p } { p ^ { 2 } } } a ^ { \dag } ( p ) a ( p ) \ .,7356a3b589.png
\tau = \frac { \lambda } { 2 } ( T _ { 0 } ^ { \prime } - T _ { 0 } ),51f7423302.png
\left( S _ { n } ( \rho a ) - S _ { n } ^ { ' } ( \rho a ) \right) \left( S _ { n } ( - \rho R ) - S _ { n } ^ { ' } ( - \rho R ) \right) .,615be49b21.png
\begin{array} { l l } { { \cal L } _ { K } = } & { \frac { 1 } { 4 } F _ { \mu \nu } F ^ { \mu \nu } - ( 1 - g ^ { 2 } \zeta \eta ^ { 2 } ) \tilde { G } _ { \mu } \tilde { G } ^ { \mu } + 2 ( m + g h \zeta \eta ^ { 2 } ) A _ { \mu } \tilde { G } ^ { \mu } + } \\ \end{array},5c3a48f6b2.png
T _ { m } ( x ) \equiv \int _ { 0 } ^ { x } d x ^ { \prime } ( t a n h \; x ^ { \prime } ) ^ { m } = - \frac { ( t a n h \; x ) ^ { m - 1 } } { m - 1 } + T _ { m - 2 } ( x ) \; .,4b9e2e8659.png
"\frac { \mathrm { d } ^ { 2 } \mu } { \mathrm { d } x ^ { 2 } } + \biggl ( \frac { x ^ { 2 } } { 4 } - a \biggr ) \mu = 0 , \quad a \equiv - \frac { \pi } { \epsilon \sqrt { b _ { 1 } } } < 0 .",62a8a1936a.png
\nu = \frac { g \beta } { 2 \pi } \int E ( x ) d x = - \frac { g } { 2 \pi T } [ A _ { 0 } ( \infty ) - A _ { 0 } ( - \infty ) ] \ = ~ 1,dfef241e6c.png
\sum _ { s = 0 } ^ { n - l - 1 } s _ { s } s _ { 2 n - l - m - s } + s _ { n - l } s _ { n - m } +,1493d744aa.png
( D _ { 1 } + i D _ { 2 } ) { \psi } _ { + } ( \vec { x } ) = 0 .,c5fb7b4822.png
"\operatorname { s i n } ^ { 2 } ( \pi k / N ) \sum _ { a = 1 } ^ { K } \, I _ { a b } \, r _ { a , k } = 0",7cc24f59f3.png
"D _ { I } = \sum _ { a = 1 } ^ { N } q _ { I } ^ { a } \left( | h _ { a } | ^ { 2 } - | \tilde { h } _ { a } | ^ { 2 } \right) ,",37041d1f7f.png
\xi = \theta ^ { \alpha } \lambda _ { \alpha } \ .,e3464d818a.png
j _ { \alpha } ^ { 0 } = \left( i \Gamma ^ { m } \theta \right) _ { \alpha } \cdot \Lambda _ { m } + \Lambda _ { \alpha } + \left( e m b ^ { * } \Delta _ { \alpha } \right) _ { \nu } \cdot \Lambda ^ { \nu } \quad ;,49b1da67d5.png
- \frac { R ( P ) } { 2 } | \Phi ( P ) | ^ { 2 } - \frac { 1 } { 2 } | \Phi ( P ) | ^ { 4 } \ge 0,1dace34d4a.png
"a _ { H } ^ { i j } ( x ) - \frac { 1 } { 3 } \delta ^ { i j } \delta ^ { k l } a _ { H } ^ { k l } ( x ) = U ( x ^ { o } ) a ^ { i j } ( x ) U ^ { - 1 } ( x ^ { o } ) ,",6c1689ec47.png
{ \frac { d n _ { i } ( \omega ) } { d \omega } } = { \frac { \omega } { \pi } } \int _ { - \infty } ^ { + \infty } d \alpha ~ e ^ { i \alpha \omega ^ { 2 } } \mathrm { T r } ~ e ^ { - i \alpha \bar { H } _ { i } ^ { 2 } } ~ ~ ~ .,16e7e8f3f2.png
"V _ { 1 } ( t ) = \operatorname { e x p } \{ i { \frac { e } { \hbar c } } \int \int d ^ { 2 } x d ^ { 2 } x ^ { \prime } \sqrt { g ( x ) } J _ { 0 } ( x ) G ( \vec { x } , \vec { x } ^ { \prime } ) \partial _ { i } ^ { \prime } a _ { i } ^ { ( 1 ) } ( x ^ { \prime } ) \} .",108453837c.png
A _ { 4 } \sim g _ { s } ^ { 2 } \frac { R _ { s } } { N _ { 1 } N _ { 2 } } \frac { s ^ { 2 } } { t },54ce26fd6d.png
"G ^ { ( \rho ) } ( x , y ) : = \sum _ { n } \overline { { P _ { n } ^ { ( \rho ) } ( x ) } } P ^ { ( \rho ) n } ( y ) .",16cb3262bd.png
"\mu = 1 / 2 + \nu , \mathrm { f o r ~ t y p e ~ I ~ b o u n d a r y ~ c o n d i t i o n s }",7adad81603.png
"W [ \varphi , \rho ] = W _ { + } ^ { ( 1 ) } [ \varphi ] + W _ { - } ^ { ( 1 ) } [ \rho ] + { \frac { 1 } { 2 \pi } } \int d ^ { 2 } x \, B _ { + } \, B _ { - }",da56fb536b.png
"e ^ { 2 x } C ( x ) = \frac { B ( x ) \lambda _ { 1 } } { 2 } + \frac { C ( x ) \lambda _ { 1 } } { 4 } + \lambda _ { 1 } ,",1da914be75.png
V = - g D ^ { 2 } \Gamma _ { 4 } + H D ^ { 2 } \Gamma _ { 4 } .,1f2c64922b.png
"( { } ^ { \mu _ { - } } \omega ) _ { + } = 0 , \qquad ( { } ^ { \mu _ { + } } \omega ) _ { - } = 0 .",6597c474ab.png
": e ^ { i \hat { \varphi } ( \sigma ) } : \, = e ^ { i \hat { \chi } ^ { \dagger } ( \sigma ) } \, e ^ { i \hat { \chi } ( \sigma ) } .",2a20b5b1cf.png
"I _ { 1 1 } = \int d ^ { 1 1 } x \sqrt { - g } ~ ( { \frac { R } { \kappa ^ { 2 } } } - 3 \, \hat { F } _ { [ 4 ] } ^ { 2 } ) + { 2 8 8 } \sigma \int \hat { F } _ { [ 4 ] } \wedge \hat { F } _ { [ 4 ] } \wedge \hat { A } _ { [ 3 ] }",4736919312.png
"P _ { \lambda m } ( x , y ) = \left\{ \begin{array} { l l } { J _ { m } ( y ) Y _ { m } ( x ) - Y _ { m } ( y ) J _ { m } ( x ) , } & { \lambda = 1 } \\ { J _ { m } ( y ) Y _ { m } ^ { \prime } ( x ) - Y _ { m } ( y ) J _ { m } ^ { \prime } ( x ) , } & { \lambda = 0 } \\ \end{array} \right.",2aa5a25f06.png
"n ^ { \mu } \nabla _ { \mu } \phi = 0 \, ,",7e38694661.png
"h = \Pi ^ { \mu } ( C \Gamma _ { \mu } \Gamma _ { 1 1 } ) _ { \alpha \beta } \Pi ^ { \alpha } \Pi ^ { \beta } { \cal F } ^ { \frac { p - 1 } { 2 } } \quad , \quad p \geq 1 \quad .",51f0d37078.png
"\delta \psi ^ { i } = \epsilon _ { \alpha } \; b _ { \alpha } ^ { i } \; , \; \; \; \; \delta b _ { \alpha } ^ { i } = \epsilon _ { \gamma } \; ( \phi _ { [ \gamma \alpha ] } ^ { i } + i \delta _ { \gamma \alpha } \; \partial _ { - } \psi ^ { i } ) \; .",6bfb8ddf8c.png
"\left| < i _ { l + 1 } ^ { 1 } , k _ { l + 1 } ^ { 1 } , i _ { l + 1 } ^ { 2 } , k _ { l + 1 } ^ { 2 } | e ^ { - \frac { \varepsilon } { 2 } H _ { 1 , 2 } } | i _ { l } ^ { 1 } , k _ { l } ^ { 1 } , i _ { l } ^ { 2 } , k _ { l } ^ { 2 } > \right| .",33249f40f8.png
\frac { \overline { { b } } } { \overline { { d } } } = \frac { 2 \overline { { B } } _ { 2 } } { 3 \overline { { B } } _ { 1 } },fb47c8400a.png
O _ { K } = \left( \frac 1 8 \epsilon _ { \mu \nu \kappa \tau } G _ { \mu \nu } ^ { a } G _ { \kappa \tau } ^ { a } \right) ^ { 2 },38ecfdce7e.png
\left[ \frac { 1 } { \omega } ( A _ { N - 6 } b ^ { 6 } ) ^ { 5 / 8 } \right] ^ { 6 } = \frac { ( A _ { N - 6 } b ^ { 6 } ) ^ { 6 } } { b ^ { 4 N } } \quad \Rightarrow \quad b ^ { 4 N } = 1 .,6c0df8dbd1.png
"{ \frac { m ! } { ( 2 m - 1 ) ! ! } } \left\{ - 1 / 2 \partial _ { t } ^ { 2 } + { \cal Z } ^ { F _ { m - 2 } } ( t ) + \partial _ { t } ^ { - 1 } { \cal Z } ^ { F _ { m - 2 } } ( t ) \partial _ { t } \right\} ^ { m } \cdot 1 = t ,",93b145eb5e.png
"( l e f t , \ r i g h t ) = ( N S + , \ N S + ) \oplus ( R + , \ R + ) .",374d5dcf51.png
\phi ^ { \prime \prime } - \rho ^ { \prime \prime } - \frac { 1 } { 2 } ( T ^ { \prime } ) ^ { 2 } = 0,4e40aa7ddc.png
"\lambda ( R , \Pi ) = R ( \sum _ { s = 1 } ^ { N } | \Pi ^ { s } | ^ { 2 } + R ^ { 2 } ) ^ { - 1 / 2 } .",706f13055c.png
"\gamma _ { L } = \left( 1 - L ^ { - 2 } \right) \; c _ { \infty } , \quad \delta _ { L } = L ^ { - 1 } .",355d2bb1b0.png
"Y ^ { - } ( t , \sigma ^ { a } ) = { \frac { R } { N } } E t + \xi ( t , \sigma ^ { a } )",27b57bcd1f.png
"F ( z , x ) = \operatorname { e x p } - \int _ { a } ^ { b } \frac { d y } { 2 \pi i } \frac { 1 } { y - x } \operatorname { l o g } \bigg [ \frac { z - u ( y ) } { z - \bar { u } ( y ) } \bigg ] =",1dcde3138e.png
\left[ \widetilde R _ { 1 N } ^ { ( 2 ) } ( x ) \right] _ { \mathrm { ( I I I ) } } \simeq \beta ^ { N } \simeq \operatorname { e x p } \left( - { \frac { N ^ { 1 / 3 } } { \alpha _ { c } ^ { 2 } g ^ { 2 / 3 } } } \right) \rightarrow 0 .,62ca41ae62.png
"\left[ \mathrm { V } _ { H _ { 1 } } ( \phi _ { i } ) , \mathrm { V } _ { H _ { 2 } } ( \phi _ { j } ) \right] = \delta _ { i j } \mathrm { V } _ { { \{ H _ { 1 } , H _ { 2 } \} } _ { \mathrm { p b } } } ( \phi _ { i } )",3fef6d42a2.png
"l ( 0 ) = r ( 0 ) = 0 \, , \qquad l ^ { \prime } ( \pi / 2 ) = r ^ { \prime } ( \pi / 2 ) = 0 \, .",3b13d3cf38.png
"\varepsilon _ { i j } D _ { i } \phi ^ { a } = \pm \varepsilon ^ { a b c } D _ { j } \phi ^ { b } \phi ^ { c } ,",2670b0a52c.png
"\Omega ( a _ { 0 } , a _ { 1 } ; b _ { 0 } , b _ { 1 } ) = \left\langle { \frac { \mathrm { D e t } ( 1 - a _ { 1 } U ) \, \mathrm { D e t } ( 1 - b _ { 1 } \bar { U } ) } { \mathrm { D e t } ( 1 - a _ { 0 } U ) \, \mathrm { D e t } ( 1 - b _ { 0 } \bar { U } ) } } \right\rangle \; .",5a6022ef11.png
"C ( r _ { A } , r _ { + } ) = \alpha _ { 4 } ( \alpha _ { 4 } + 2 ) P ^ { 1 3 } ( P ^ { 2 3 } - P ^ { 1 2 } )",76687e1577.png
S _ { R S T } = - \frac { \kappa } { \pi } \int d ^ { 2 } x \; \phi \partial _ { + } \partial _ { - } \rho,62263f898d.png
"\alpha _ { A } ( \varphi ) = - \left[ \operatorname { l n } { \frac { \widehat \Lambda _ { s } } { m _ { A } } } + { \frac { 1 } { 2 } } \right] { \frac { \partial \operatorname { l n } B ( \varphi ) } { \partial \varphi } } = + \operatorname { l n } { \frac { \widehat \Lambda _ { s } ^ { \prime } } { m _ { A } } } \, { \frac { \partial \operatorname { l n } B ^ { - 1 } ( \varphi ) } { \partial \varphi } } \ ,",3733924e20.png
"+ e _ { 2 } \overline { { \Phi } } ( z , t _ { 2 } | y , t _ { 1 } ) ( { \gamma } ^ { 0 } \otimes { \gamma } ^ { 0 } ) { \Phi } ( z , t _ { 2 } | y , t _ { 1 } ) \} ,",5e6f762bde.png
V ( r ) \sim \left\{ \begin{array} { c l } { - 2 k ^ { 2 } / r ^ { 6 } } & { \textrm { s c a l a r p e r t u r b a t i o n } } \\ { + 4 k ^ { 2 } / r ^ { 6 } } & { \textrm { e l e c t r o m a g n e t i c - g r a v i t a t i o n a l p e r t u r b a t i o n } } \\ \end{array} \right.,44bbca7814.png
"\, \, \, \, \partial ^ { \mu } A _ { \mu } \, = \, 0 \, \, \, \, \, ; \, \, \, F _ { \mu \nu } \, + \, { \tilde { F } } _ { \mu \nu } \, = \, 0 \, \, \, \, \, ; \, \, \, \partial ^ { \mu } \Psi _ { \mu } \, = \, 0",6031ff1d01.png
"F = F ( u _ { 1 } + u _ { 3 } u _ { 2 } , u _ { 3 } ) , \quad \alpha ( u _ { 1 } + u _ { 3 } u _ { 2 } , \lambda )",4bbcdcf152.png
"{ \cal L } _ { \mathrm { e f f } } = T \, ( \partial _ { \mu } y ( x ) ) ( \partial ^ { \mu } y ( x ) ) \, .",1ce187f40a.png
( \gamma ^ { 0 } + \epsilon ) \xi = ( \gamma ^ { 0 } - \epsilon ) \eta = 0 .,4ed2183bb6.png
"\rho _ { \nu } ( x ) = \rho _ { \nu ^ { \prime } } ( x ) \frac { q ^ { C ( \nu ) / 2 } + \epsilon ( \nu ) \epsilon ( \nu ^ { \prime } ) x q ^ { C ( \nu ^ { \prime } ) / 2 } } { x q ^ { C ( \nu ) / 2 } + \epsilon ( \nu ) \epsilon ( \nu ^ { \prime } ) q ^ { C ( \nu ^ { \prime } ) / 2 } } \; , ~ ~ ~ ~ \forall \nu \neq \nu ^ { \prime } .",184acbfaf7.png
A _ { \mu } ^ { a } \frac { \sigma ^ { a } } { 2 } = \bar { \Sigma } _ { \mu \nu } J _ { \nu } [ \Phi ],410a357212.png
"B _ { a b } ( \tau _ { 1 } , \tau _ { 2 } ) = \Bigl [ \delta ( \tau _ { 1 } - \tau _ { a } ) - \delta ( \tau _ { 1 } - \tau _ { b } ) \Bigr ] \Bigl [ \delta ( \tau _ { 2 } - \tau _ { a } ) - \delta ( \tau _ { 2 } - \tau _ { b } ) \Bigr ] \quad .",377e3a8561.png
"e _ { f } ^ { \mu } = \left( { \frac { 1 } { 2 } } \left( e ^ { \mu [ - 2 ] } + e ^ { \mu [ + 2 ] } \right) , { \frac { 1 } { 2 } } \left( e ^ { \mu [ - 2 ] } - e ^ { \mu [ + 2 ] } \right) \right)",40a7157e7d.png
"G ( z \vert \tau ) = \operatorname { l o g } \chi \ , \ \ \chi = 2 \pi e ^ { - \pi y ^ { 2 } / \tau _ { 2 } } \Bigl \vert { \frac { \theta _ { 1 } ( z \vert \tau ) } { \theta _ { 1 } ^ { \prime } ( 0 \vert \tau ) } } \Bigr \vert \ \ ,",784bed712c.png
"\langle { \bf \Psi } , { \bf \Xi } \rangle = \frac 1 2 \int _ { - \infty } ^ { \infty } [ \psi ^ { * } ( x ) \operatorname { t a n } ( - i \partial _ { x } ) \xi ( x ) - \xi ( x ) \operatorname { t a n } ( - i \partial _ { x } ) \psi ^ { * } ( x ) ] \; d x",2b50c97ed0.png
"\triangle _ { \alpha \beta } ^ { a b } ( x , y ) + \int d ^ { 3 } w ~ d ^ { 3 } z ~ X _ { \alpha \gamma } ^ { a c } ( x , w ) \omega _ { c d } ^ { \gamma \delta } ( w , z ) X _ { \beta \delta } ^ { b d } ( y , z ) = 0 .",27f2d26053.png
"d s _ { D W } ^ { 2 } = H ( z ) ^ { - \frac { 2 \alpha } { \epsilon } } \left( d x ^ { \mu } \otimes d x ^ { \nu } \eta _ { \mu \nu } \right) + H ( z ) ^ { - \frac { 2 \beta + \epsilon } { \epsilon } - 2 } \, \frac { d z ^ { 2 } } { \epsilon ^ { 2 } }",24c44bb286.png
1 6 \pi { \cal L } = - e ^ { - { \cal K } } R + \dots,349d518d66.png
"\int \Phi _ { \Xi } ^ { \dagger } ( \xi , \xi ^ { * } ) \Phi _ { H } ( \xi , \xi ^ { * } ) d v ( \xi , \xi ^ { * } ) = \left( \Xi \mid H \right)",3cfa82266e.png
"d s _ { 1 0 } ^ { 2 } = h ^ { - 1 / 2 } ( \rho ) d x ^ { \mu } d x ^ { \mu } + h ^ { 1 / 2 } ( \rho ) d s _ { 6 } ^ { 2 } ,",5eba7d8a44.png
"\epsilon ^ { \delta \gamma \alpha _ { 1 } \beta _ { 1 } } D _ { \gamma } ^ { i } \; { \cal O } _ { \alpha _ { 1 } \ldots \alpha _ { J _ { 2 } } \; \beta _ { 1 } \ldots \beta _ { J _ { 2 } } } = 0 \, .",5193b149c1.png
"\{ X ^ { M } \} = \{ x ^ { \mu } , y ^ { i } \} , \quad D _ { i } ( X ) \equiv y ^ { i } .",17b91d8c32.png
T _ { n } = \frac { m ^ { 2 } } { 2 } \sum _ { k = 1 } ^ { \infty } \frac { a _ { n } ^ { \dagger } ( k ) a _ { n } ( k ) } { k - \frac { 1 } { 2 } },deb12268ee.png
"\sum _ { n = 1 / 2 , \cdots } { \frac { \Delta p ^ { + } } { p _ { n } ^ { + } } } = \sum _ { n = n _ { \mathrm { I R } } + 1 } ^ { n _ { \mathrm { U V } } - 1 } \frac { 1 } { n } \simeq \mathrm { l n } \frac { n _ { \mathrm { U V } } } { n _ { \mathrm { I R } } } \simeq \mathrm { l n } \frac { 2 \Lambda ^ { 2 } } { M ^ { 2 } + { \bf p } _ { \bot } ^ { 2 } } ,",74540b5448.png
"\Gamma ( s + 2 n - 1 ) \zeta _ { R } ( s ) \zeta ( \frac { s + 2 n - 1 } { 2 } | \L _ { 3 } ) \; \beta ^ { - s } \: , \nonumber",4972f72854.png
"\left\{ \begin{array} { c c c } { - \lambda ^ { 2 } x ^ { + } \left( x ^ { - } + \Delta \right) } & { = } & { { \frac { \kappa } { 4 } } } \\ { - \lambda ^ { 2 } x ^ { + } x ^ { - } } & { = } & { { \frac { \kappa } { 4 } } \, e ^ { \frac { 4 M } { \kappa \lambda } } \; . } \\ \end{array} \right.",5e0187c848.png
": \psi _ { r , a } ^ { * } \psi _ { s , b } : = \psi _ { r , a } ^ { * } \psi _ { s b } - \langle 0 | \psi _ { r , a } ^ { * } \psi _ { s b } | 0 \rangle ,",2f18211d63.png
{ \cal M } ( \theta ) = \left( \begin{array} { c c } { \operatorname { c o s } \theta } & { \operatorname { s i n } \theta } \\ { - \operatorname { s i n } \theta } & { \operatorname { c o s } \theta } \\ \end{array} \right),46d0ff38bf.png
"x _ { 1 } = \frac { 1 } { 2 } \left( x _ { + } + x _ { - } \right) , \quad x _ { 2 } = \frac { \imath } { 2 } \left( x _ { - } - x _ { + } \right) , \quad x _ { 3 } = \frac { 1 } { 2 } h ,",ca912eb355.png
"\phi ( \sigma ) = U \, e ^ { i \, ( N \sigma + \varphi ( \sigma ) ) } ,",77eaeae3e4.png
"E _ { | 2 } \left( m , \lambda \right) = 2 \frac V { 2 \pi ^ { 2 } } \sum _ { l = 0 } ^ { \infty } \sum _ { i = 1 } ^ { 2 } \int _ { 0 } ^ { \infty } d p p ^ { 2 } \sqrt { E _ { i } ^ { 2 } \left( p , m , l \right) } ,",f1a69e859d.png
"I ( d , a , c ) = \int _ { 0 } ^ { \infty } { \frac { x \; d x } { ( x ^ { 2 } + d ^ { 2 } ) + a ( x ^ { 2 } + d ^ { 2 } ) ^ { 1 / 2 } } } { \frac { 1 } { x ^ { 2 } + c ^ { 2 } } }",43ed632fae.png
"\triangle ^ { s y m } ( t ) = - t ^ { * } \times 1 + 1 \times t ,",6bb7790b92.png
"R _ { k } ^ { ( N _ { f } ) } ( x _ { 1 } , \ldots , x _ { k } , M ) \ = \ \operatorname* { d e t } \left[ K _ { N } ^ { ( N _ { f } ) } ( x _ { i } , x _ { j } , M ) \right] _ { i , j = 1 , \ldots , k }",58cf29598d.png
"x = \beta | \stackrel { \rightharpoonup } { l } | , \ y = \beta m \ \mathrm { a n d } \ r = \beta \mu .",efa360c71f.png
\tilde { \Psi } _ { \nu } ^ { \prime } = - i \bigl ( \nu + { \bf M } \delta ( \sigma ) \bigr ) \tilde { \Psi } _ { \nu } .,7a906e1e29.png
E = { \frac { 1 } { n ! } } \int d \Omega \left[ E _ { 1 } \left| Y _ { a _ { 1 } \cdots a _ { n } } ^ { ( l ) } \right| ^ { 2 } + E _ { 2 } \left| Y _ { a _ { 2 } \cdots a _ { n } } ^ { ( l ) } \right| ^ { 2 } + E _ { 3 } \left| Y _ { a _ { 3 } \cdots a _ { n } } ^ { ( l ) } \right| ^ { 2 } \right] .,43b53998fc.png
"{ H _ { \bar { \partial } } ^ { p , p } } ( { { \mathcal P } ^ { n } } ) \cong { H _ { D R } ^ { 2 p } } \cong C",263efbddad.png
R _ { i j k l } ^ { ( + ) } = \frac { 1 } { 2 } g _ { i m } g _ { j n } \phi ^ { m n p q } R _ { p q k l } ^ { ( + ) } .,6d34f3687e.png
- i A ^ { i j } E ^ { i j } = S q r t { 2 } ( A _ { L } ^ { l } \alpha _ { L } ^ { l } + A _ { R } ^ { r } \alpha _ { R } ^ { r } ),2fc06d5ffa.png
"M _ { 1 1 } ^ { \beta \gamma } = \frac { T ^ { \beta \gamma } } { 1 - C I ^ { \beta \gamma \, - 1 } T ^ { \beta \gamma } + T ^ { \beta \gamma \, 2 } } = \frac { ( C I ^ { \beta \gamma } ) ^ { 5 } - C I ^ { \beta \gamma } } { ( 1 - ( C I ^ { \beta \gamma } ) ^ { 2 } ) ( 1 - 3 ( C I ^ { \beta \gamma } ) ^ { 2 } ) }",150630c544.png
V ( \varphi _ { 0 } ) = 4 \sum _ { s = 1 } ^ { \infty } \int \frac { d ^ { 4 } p } { ( 2 \pi ) ^ { 4 } } \frac { ( - 1 ) ^ { s } } { 2 s } \frac { ( M + g \varphi _ { 0 } ) ^ { 2 s } } { ( p _ { E } ^ { 2 } ) ^ { s } } .,387f9d88dd.png
"F ( \phi ) = \int \frac { d ^ { D } p } { ( 2 \pi ) ^ { D } } \frac { 1 } { p ^ { 2 } + M ^ { 2 } ( \phi ) } ,",7e3fc2cd8a.png
"\delta \Psi _ { \hat { a } } = \partial _ { \hat { a } } \epsilon + { \frac { 1 } { 8 } } H ^ { - 1 } ( \partial _ { \hat { a } } H ) \epsilon + { \frac { 1 } { 8 } } W \gamma ^ { \underline { { u x y } } } \gamma _ { \underline { { \hat { a } } } } ( i \sigma _ { 2 } ) \epsilon = 0 \,",3e4b91167c.png
"I _ { G } = \int \sum _ { p = 0 } ^ { [ d / 2 ] } \alpha _ { p } L ^ { ( p ) } ,",76d665efaa.png
"\Pi _ { \mu \nu } ^ { ( I ) } = { \frac { e ^ { 2 } C ^ { ( I ) } } { 2 } } \, \int { \frac { d ^ { n } k } { ( 2 \pi ) ^ { n } } } \, { \frac { ( 1 - \operatorname { c o s } p \times k ) } { k ^ { 2 } ( k + p ) ^ { 2 } } } \, N _ { \mu \nu } ^ { ( I ) } ; \; \; \; \; \; \; \; \; \; \; \; I = a , b , c",bc6584aadf.png
"\Big \langle \frac { 1 } { 4 } \int d ^ { 4 } x \, d ^ { 4 } \theta \, \Big ( \phi ^ { * } e ^ { 2 V } \phi + \tilde { \phi } ^ { * } e ^ { - 2 V } \tilde { \phi } \Big ) \Big \rangle = 0 .",566c5e1ba4.png
{ \cal L } = \Psi = P \{ \mu \} \ .,16e90a4a4c.png
q _ { ( 1 ) } = q _ { i } \delta _ { i } ^ { j } \qquad \bar { q } _ { ( 1 ) } = \bar { q } _ { i } \delta _ { i } ^ { j } \qquad T _ { ( 1 ) } = T _ { i } \delta _ { i } ^ { j },489f58d4e6.png
"Y = 2 [ ( x _ { 1 2 } x _ { 3 4 } ) - 2 \frac { ( x _ { 1 2 } x _ { 2 4 } ) ( x _ { 3 4 } x _ { 2 4 } ) } { x _ { 2 4 } ^ { 2 } } ] \frac { 1 } { x _ { 2 4 } ^ { 2 } } ( 1 + \mathcal { O } ( x _ { 1 2 } , x _ { 3 4 } ) )",6922a6c959.png
{ \cal S } _ { E } = \int _ { 0 } ^ { \tau } d t \int _ { 0 } ^ { \pi } d \sigma \left( \frac { \rho } { 2 } \left( \frac { \partial X } { \partial t } \right) ^ { 2 } + \frac { \nu } { 2 } \left( \frac { \partial X } { \partial \sigma } \right) ^ { 2 } \right) .,6d751e80a1.png
